Row,Column,Issue,Original,Fixed
10057,AnnualProfessionalDevHrs,Missing numeric filled,,15.0
10078,AnnualProfessionalDevHrs,Missing numeric filled,,15.0
10081,AnnualProfessionalDevHrs,Missing numeric filled,,15.0
10084,AnnualProfessionalDevHrs,Missing numeric filled,,15.0
10088,AnnualProfessionalDevHrs,Missing numeric filled,,15.0
10092,AnnualProfessionalDevHrs,Missing numeric filled,,15.0
166,AnnualSalary,Outlier capped (winsor),331048.0,289133.0
167,AnnualSalary,Outlier capped (winsor),331048.0,289133.0
203,AnnualSalary,Outlier capped (winsor),337475.2,289133.0
206,AnnualSalary,Outlier capped (winsor),338848.0,289133.0
222,AnnualSalary,Outlier capped (winsor),330403.2,289133.0
231,AnnualSalary,Outlier capped (winsor),332129.6,289133.0
232,AnnualSalary,Outlier capped (winsor),337849.6,289133.0
248,AnnualSalary,Outlier capped (winsor),339846.4,289133.0
297,AnnualSalary,Outlier capped (winsor),330944.0,289133.0
298,AnnualSalary,Outlier capped (winsor),289737.6,289133.0
390,AnnualSalary,Outlier capped (winsor),335998.4,289133.0
421,AnnualSalary,Outlier capped (winsor),331505.6,289133.0
434,AnnualSalary,Outlier capped (winsor),334272.0,289133.0
438,AnnualSalary,Outlier capped (winsor),336497.6,289133.0
451,AnnualSalary,Outlier capped (winsor),332753.6,289133.0
463,AnnualSalary,Outlier capped (winsor),333363.2,289133.0
472,AnnualSalary,Outlier capped (winsor),333606.4,289133.0
473,AnnualSalary,Outlier capped (winsor),335644.8,289133.0
524,AnnualSalary,Outlier capped (winsor),333793.6,289133.0
535,AnnualSalary,Outlier capped (winsor),331048.0,289133.0
560,AnnualSalary,Outlier capped (winsor),336913.6,289133.0
580,AnnualSalary,Outlier capped (winsor),336809.6,289133.0
626,AnnualSalary,Outlier capped (winsor),334480.0,289133.0
634,AnnualSalary,Outlier capped (winsor),336705.6,289133.0
641,AnnualSalary,Outlier capped (winsor),330174.4,289133.0
660,AnnualSalary,Outlier capped (winsor),338848.0,289133.0
665,AnnualSalary,Outlier capped (winsor),334126.4,289133.0
666,AnnualSalary,Outlier capped (winsor),334916.8,289133.0
667,AnnualSalary,Outlier capped (winsor),332379.2,289133.0
669,AnnualSalary,Outlier capped (winsor),336830.4,289133.0
671,AnnualSalary,Outlier capped (winsor),332712.0,289133.0
673,AnnualSalary,Outlier capped (winsor),337392.0,289133.0
683,AnnualSalary,Outlier capped (winsor),336872.0,289133.0
686,AnnualSalary,Outlier capped (winsor),331328.4,289133.0
718,AnnualSalary,Outlier capped (winsor),338286.4,289133.0
754,AnnualSalary,Outlier capped (winsor),338099.2,289133.0
798,AnnualSalary,Outlier capped (winsor),332878.4,289133.0
804,AnnualSalary,Outlier capped (winsor),289176.0,289133.0
816,AnnualSalary,Outlier capped (winsor),336285.6,289133.0
835,AnnualSalary,Outlier capped (winsor),333024.0,289133.0
841,AnnualSalary,Outlier capped (winsor),333148.8,289133.0
921,AnnualSalary,Outlier capped (winsor),332795.2,289133.0
956,AnnualSalary,Outlier capped (winsor),333065.6,289133.0
976,AnnualSalary,Outlier capped (winsor),334729.6,289133.0
1012,AnnualSalary,Outlier capped (winsor),333710.4,289133.0
1045,AnnualSalary,Outlier capped (winsor),332483.2,289133.0
1050,AnnualSalary,Outlier capped (winsor),338681.6,289133.0
1063,AnnualSalary,Outlier capped (winsor),335748.8,289133.0
1081,AnnualSalary,Outlier capped (winsor),331401.6,289133.0
1127,AnnualSalary,Outlier capped (winsor),334084.8,289133.0
1154,AnnualSalary,Outlier capped (winsor),330320.0,289133.0
1163,AnnualSalary,Outlier capped (winsor),339721.6,289133.0
1191,AnnualSalary,Outlier capped (winsor),289883.2,289133.0
1213,AnnualSalary,Outlier capped (winsor),336976.0,289133.0
1223,AnnualSalary,Outlier capped (winsor),332982.4,289133.0
1233,AnnualSalary,Outlier capped (winsor),333273.6,289133.0
1257,AnnualSalary,Outlier capped (winsor),334563.2,289133.0
1279,AnnualSalary,Outlier capped (winsor),339680.0,289133.0
1287,AnnualSalary,Outlier capped (winsor),335291.2,289133.0
1296,AnnualSalary,Outlier capped (winsor),333689.6,289133.0
1319,AnnualSalary,Outlier capped (winsor),339742.4,289133.0
1321,AnnualSalary,Outlier capped (winsor),336622.4,289133.0
1332,AnnualSalary,Outlier capped (winsor),339950.4,289133.0
1338,AnnualSalary,Outlier capped (winsor),289467.2,289133.0
1344,AnnualSalary,Outlier capped (winsor),334376.0,289133.0
1362,AnnualSalary,Outlier capped (winsor),333321.6,289133.0
1374,AnnualSalary,Outlier capped (winsor),289820.8,289133.0
1385,AnnualSalary,Outlier capped (winsor),334916.8,289133.0
1386,AnnualSalary,Outlier capped (winsor),338952.0,289133.0
1388,AnnualSalary,Outlier capped (winsor),330382.4,289133.0
1399,AnnualSalary,Outlier capped (winsor),333731.2,289133.0
1426,AnnualSalary,Outlier capped (winsor),336033.2,289133.0
1434,AnnualSalary,Outlier capped (winsor),334584.0,289133.0
1436,AnnualSalary,Outlier capped (winsor),336747.2,289133.0
1438,AnnualSalary,Outlier capped (winsor),339763.2,289133.0
1440,AnnualSalary,Outlier capped (winsor),334209.6,289133.0
1453,AnnualSalary,Outlier capped (winsor),330049.6,289133.0
1489,AnnualSalary,Outlier capped (winsor),330444.8,289133.0
1521,AnnualSalary,Outlier capped (winsor),331172.8,289133.0
1601,AnnualSalary,Outlier capped (winsor),332774.4,289133.0
1609,AnnualSalary,Outlier capped (winsor),336684.8,289133.0
1613,AnnualSalary,Outlier capped (winsor),339534.4,289133.0
1620,AnnualSalary,Outlier capped (winsor),330028.8,289133.0
1621,AnnualSalary,Outlier capped (winsor),334688.0,289133.0
1655,AnnualSalary,Outlier capped (winsor),338473.6,289133.0
1659,AnnualSalary,Outlier capped (winsor),336331.2,289133.0
1664,AnnualSalary,Outlier capped (winsor),335291.2,289133.0
1680,AnnualSalary,Outlier capped (winsor),335291.2,289133.0
1701,AnnualSalary,Outlier capped (winsor),336040.0,289133.0
1702,AnnualSalary,Outlier capped (winsor),338806.4,289133.0
1712,AnnualSalary,Outlier capped (winsor),333384.0,289133.0
1718,AnnualSalary,Outlier capped (winsor),330236.8,289133.0
1780,AnnualSalary,Outlier capped (winsor),332817.6,289133.0
1797,AnnualSalary,Outlier capped (winsor),289696.0,289133.0
1805,AnnualSalary,Outlier capped (winsor),332171.2,289133.0
1810,AnnualSalary,Outlier capped (winsor),333330.4,289133.0
1812,AnnualSalary,Outlier capped (winsor),336747.2,289133.0
1834,AnnualSalary,Outlier capped (winsor),335936.0,289133.0
1837,AnnualSalary,Outlier capped (winsor),339680.0,289133.0
1854,AnnualSalary,Outlier capped (winsor),339680.0,289133.0
1859,AnnualSalary,Outlier capped (winsor),334979.2,289133.0
1873,AnnualSalary,Outlier capped (winsor),330340.8,289133.0
1908,AnnualSalary,Outlier capped (winsor),336497.6,289133.0
1913,AnnualSalary,Outlier capped (winsor),332296.0,289133.0
1939,AnnualSalary,Outlier capped (winsor),335145.6,289133.0
1960,AnnualSalary,Outlier capped (winsor),334230.4,289133.0
1966,AnnualSalary,Outlier capped (winsor),339825.6,289133.0
1982,AnnualSalary,Outlier capped (winsor),334729.6,289133.0
2002,AnnualSalary,Outlier capped (winsor),337516.8,289133.0
2021,AnnualSalary,Outlier capped (winsor),289966.4,289133.0
2033,AnnualSalary,Outlier capped (winsor),334792.0,289133.0
2066,AnnualSalary,Outlier capped (winsor),336372.8,289133.0
2072,AnnualSalary,Outlier capped (winsor),334708.8,289133.0
2089,AnnualSalary,Outlier capped (winsor),289966.4,289133.0
2092,AnnualSalary,Outlier capped (winsor),334064.0,289133.0
2097,AnnualSalary,Outlier capped (winsor),330216.0,289133.0
2103,AnnualSalary,Outlier capped (winsor),289675.2,289133.0
2140,AnnualSalary,Outlier capped (winsor),289924.8,289133.0
2179,AnnualSalary,Outlier capped (winsor),335644.8,289133.0
2188,AnnualSalary,Outlier capped (winsor),331776.0,289133.0
2190,AnnualSalary,Outlier capped (winsor),336726.4,289133.0
2213,AnnualSalary,Outlier capped (winsor),331172.8,289133.0
2226,AnnualSalary,Outlier capped (winsor),336285.6,289133.0
2228,AnnualSalary,Outlier capped (winsor),332462.4,289133.0
2230,AnnualSalary,Outlier capped (winsor),333384.0,289133.0
2259,AnnualSalary,Outlier capped (winsor),334105.6,289133.0
2271,AnnualSalary,Outlier capped (winsor),333585.6,289133.0
2302,AnnualSalary,Outlier capped (winsor),331464.0,289133.0
2325,AnnualSalary,Outlier capped (winsor),333128.0,289133.0
2327,AnnualSalary,Outlier capped (winsor),337995.2,289133.0
2329,AnnualSalary,Outlier capped (winsor),333342.4,289133.0
2334,AnnualSalary,Outlier capped (winsor),333980.8,289133.0
2336,AnnualSalary,Outlier capped (winsor),339160.0,289133.0
2340,AnnualSalary,Outlier capped (winsor),332795.2,289133.0
2341,AnnualSalary,Outlier capped (winsor),335790.4,289133.0
2371,AnnualSalary,Outlier capped (winsor),337017.6,289133.0
2395,AnnualSalary,Outlier capped (winsor),333502.4,289133.0
2400,AnnualSalary,Outlier capped (winsor),338785.6,289133.0
2418,AnnualSalary,Outlier capped (winsor),332753.6,289133.0
2477,AnnualSalary,Outlier capped (winsor),333398.4,289133.0
2480,AnnualSalary,Outlier capped (winsor),333065.6,289133.0
2487,AnnualSalary,Outlier capped (winsor),335624.0,289133.0
2503,AnnualSalary,Outlier capped (winsor),338827.2,289133.0
2522,AnnualSalary,Outlier capped (winsor),331443.2,289133.0
2545,AnnualSalary,Outlier capped (winsor),335083.2,289133.0
2550,AnnualSalary,Outlier capped (winsor),332712.0,289133.0
2552,AnnualSalary,Outlier capped (winsor),332753.6,289133.0
2578,AnnualSalary,Outlier capped (winsor),339846.4,289133.0
2581,AnnualSalary,Outlier capped (winsor),333772.8,289133.0
2600,AnnualSalary,Outlier capped (winsor),338848.0,289133.0
2639,AnnualSalary,Outlier capped (winsor),335977.6,289133.0
2655,AnnualSalary,Outlier capped (winsor),338910.4,289133.0
2664,AnnualSalary,Outlier capped (winsor),333960.0,289133.0
2676,AnnualSalary,Outlier capped (winsor),336580.8,289133.0
2683,AnnualSalary,Outlier capped (winsor),330673.6,289133.0
2722,AnnualSalary,Outlier capped (winsor),333772.8,289133.0
2726,AnnualSalary,Outlier capped (winsor),336248.0,289133.0
2735,AnnualSalary,Outlier capped (winsor),330964.8,289133.0
2736,AnnualSalary,Outlier capped (winsor),336435.2,289133.0
2746,AnnualSalary,Outlier capped (winsor),334625.6,289133.0
2754,AnnualSalary,Outlier capped (winsor),339430.4,289133.0
2756,AnnualSalary,Outlier capped (winsor),332982.4,289133.0
2784,AnnualSalary,Outlier capped (winsor),334563.2,289133.0
2794,AnnualSalary,Outlier capped (winsor),330028.8,289133.0
2878,AnnualSalary,Outlier capped (winsor),338307.2,289133.0
2890,AnnualSalary,Outlier capped (winsor),289384.0,289133.0
2900,AnnualSalary,Outlier capped (winsor),336851.2,289133.0
2904,AnnualSalary,Outlier capped (winsor),330881.6,289133.0
2999,AnnualSalary,Outlier capped (winsor),334625.6,289133.0
3000,AnnualSalary,Outlier capped (winsor),333523.2,289133.0
3007,AnnualSalary,Outlier capped (winsor),330528.0,289133.0
3021,AnnualSalary,Outlier capped (winsor),331276.8,289133.0
3041,AnnualSalary,Outlier capped (winsor),335977.6,289133.0
3044,AnnualSalary,Outlier capped (winsor),289758.4,289133.0
3099,AnnualSalary,Outlier capped (winsor),332961.6,289133.0
3110,AnnualSalary,Outlier capped (winsor),336268.8,289133.0
3140,AnnualSalary,Outlier capped (winsor),337537.6,289133.0
3147,AnnualSalary,Outlier capped (winsor),338286.4,289133.0
3172,AnnualSalary,Outlier capped (winsor),333342.4,289133.0
3178,AnnualSalary,Outlier capped (winsor),331734.4,289133.0
3185,AnnualSalary,Outlier capped (winsor),333330.4,289133.0
3228,AnnualSalary,Outlier capped (winsor),337808.0,289133.0
3260,AnnualSalary,Outlier capped (winsor),336033.2,289133.0
3276,AnnualSalary,Outlier capped (winsor),333003.2,289133.0
3281,AnnualSalary,Outlier capped (winsor),334064.0,289133.0
3285,AnnualSalary,Outlier capped (winsor),337620.8,289133.0
3296,AnnualSalary,Outlier capped (winsor),334604.8,289133.0
3308,AnnualSalary,Outlier capped (winsor),339160.0,289133.0
3320,AnnualSalary,Outlier capped (winsor),336164.8,289133.0
3336,AnnualSalary,Outlier capped (winsor),331214.4,289133.0
3344,AnnualSalary,Outlier capped (winsor),337059.2,289133.0
3352,AnnualSalary,Outlier capped (winsor),335287.2,289133.0
3360,AnnualSalary,Outlier capped (winsor),339222.4,289133.0
3366,AnnualSalary,Outlier capped (winsor),332420.8,289133.0
3416,AnnualSalary,Outlier capped (winsor),331630.4,289133.0
3422,AnnualSalary,Outlier capped (winsor),330528.0,289133.0
3446,AnnualSalary,Outlier capped (winsor),338224.0,289133.0
3464,AnnualSalary,Outlier capped (winsor),335395.2,289133.0
3466,AnnualSalary,Outlier capped (winsor),334417.6,289133.0
3498,AnnualSalary,Outlier capped (winsor),335561.6,289133.0
3513,AnnualSalary,Outlier capped (winsor),336705.6,289133.0
3521,AnnualSalary,Outlier capped (winsor),334251.2,289133.0
3542,AnnualSalary,Outlier capped (winsor),330860.8,289133.0
3554,AnnualSalary,Outlier capped (winsor),335249.6,289133.0
3564,AnnualSalary,Outlier capped (winsor),332025.6,289133.0
3651,AnnualSalary,Outlier capped (winsor),331568.0,289133.0
3687,AnnualSalary,Outlier capped (winsor),330112.0,289133.0
3700,AnnualSalary,Outlier capped (winsor),338910.4,289133.0
3726,AnnualSalary,Outlier capped (winsor),333710.4,289133.0
3739,AnnualSalary,Outlier capped (winsor),333648.0,289133.0
3743,AnnualSalary,Outlier capped (winsor),333440.0,289133.0
3749,AnnualSalary,Outlier capped (winsor),334708.8,289133.0
3795,AnnualSalary,Outlier capped (winsor),330985.6,289133.0
3807,AnnualSalary,Outlier capped (winsor),337516.8,289133.0
3897,AnnualSalary,Outlier capped (winsor),338952.0,289133.0
3927,AnnualSalary,Outlier capped (winsor),336285.6,289133.0
3936,AnnualSalary,Outlier capped (winsor),289280.0,289133.0
3975,AnnualSalary,Outlier capped (winsor),336913.6,289133.0
3983,AnnualSalary,Outlier capped (winsor),333148.8,289133.0
3985,AnnualSalary,Outlier capped (winsor),337163.2,289133.0
4005,AnnualSalary,Outlier capped (winsor),337329.6,289133.0
4033,AnnualSalary,Outlier capped (winsor),332608.0,289133.0
4067,AnnualSalary,Outlier capped (winsor),338744.0,289133.0
4124,AnnualSalary,Outlier capped (winsor),333897.6,289133.0
4143,AnnualSalary,Outlier capped (winsor),333793.6,289133.0
4174,AnnualSalary,Outlier capped (winsor),337516.8,289133.0
4190,AnnualSalary,Outlier capped (winsor),333232.0,289133.0
4237,AnnualSalary,Outlier capped (winsor),336123.2,289133.0
4239,AnnualSalary,Outlier capped (winsor),336809.6,289133.0
4242,AnnualSalary,Outlier capped (winsor),339305.6,289133.0
4244,AnnualSalary,Outlier capped (winsor),335249.6,289133.0
4252,AnnualSalary,Outlier capped (winsor),332420.8,289133.0
4260,AnnualSalary,Outlier capped (winsor),334126.4,289133.0
4276,AnnualSalary,Outlier capped (winsor),338452.8,289133.0
4294,AnnualSalary,Outlier capped (winsor),339929.6,289133.0
4298,AnnualSalary,Outlier capped (winsor),339014.4,289133.0
4300,AnnualSalary,Outlier capped (winsor),330112.0,289133.0
4303,AnnualSalary,Outlier capped (winsor),336622.4,289133.0
4319,AnnualSalary,Outlier capped (winsor),330424.0,289133.0
4330,AnnualSalary,Outlier capped (winsor),331755.2,289133.0
4331,AnnualSalary,Outlier capped (winsor),336643.2,289133.0
4357,AnnualSalary,Outlier capped (winsor),289820.8,289133.0
4376,AnnualSalary,Outlier capped (winsor),330590.4,289133.0
4378,AnnualSalary,Outlier capped (winsor),289425.6,289133.0
4421,AnnualSalary,Outlier capped (winsor),333330.4,289133.0
4428,AnnualSalary,Outlier capped (winsor),333668.8,289133.0
4436,AnnualSalary,Outlier capped (winsor),335956.8,289133.0
4445,AnnualSalary,Outlier capped (winsor),289280.0,289133.0
4466,AnnualSalary,Outlier capped (winsor),334916.8,289133.0
4476,AnnualSalary,Outlier capped (winsor),332899.2,289133.0
4483,AnnualSalary,Outlier capped (winsor),337516.8,289133.0
4498,AnnualSalary,Outlier capped (winsor),330465.6,289133.0
4520,AnnualSalary,Outlier capped (winsor),334854.4,289133.0
4532,AnnualSalary,Outlier capped (winsor),337350.4,289133.0
4553,AnnualSalary,Outlier capped (winsor),330403.2,289133.0
4591,AnnualSalary,Outlier capped (winsor),331068.8,289133.0
4592,AnnualSalary,Outlier capped (winsor),334105.6,289133.0
4600,AnnualSalary,Outlier capped (winsor),330798.4,289133.0
4658,AnnualSalary,Outlier capped (winsor),330548.8,289133.0
4695,AnnualSalary,Outlier capped (winsor),337371.2,289133.0
4704,AnnualSalary,Outlier capped (winsor),337371.2,289133.0
4732,AnnualSalary,Outlier capped (winsor),334729.6,289133.0
4750,AnnualSalary,Outlier capped (winsor),333044.8,289133.0
4763,AnnualSalary,Outlier capped (winsor),289176.0,289133.0
4780,AnnualSalary,Outlier capped (winsor),339513.6,289133.0
4788,AnnualSalary,Outlier capped (winsor),333086.4,289133.0
4822,AnnualSalary,Outlier capped (winsor),337808.0,289133.0
4833,AnnualSalary,Outlier capped (winsor),331068.8,289133.0
4834,AnnualSalary,Outlier capped (winsor),335332.8,289133.0
4863,AnnualSalary,Outlier capped (winsor),339888.0,289133.0
4892,AnnualSalary,Outlier capped (winsor),330278.4,289133.0
4941,AnnualSalary,Outlier capped (winsor),331630.4,289133.0
4998,AnnualSalary,Outlier capped (winsor),336809.6,289133.0
5005,AnnualSalary,Outlier capped (winsor),338140.8,289133.0
5017,AnnualSalary,Outlier capped (winsor),338328.0,289133.0
5055,AnnualSalary,Outlier capped (winsor),331333.6,289133.0
5060,AnnualSalary,Outlier capped (winsor),334896.0,289133.0
5069,AnnualSalary,Outlier capped (winsor),335208.0,289133.0
5072,AnnualSalary,Outlier capped (winsor),330153.6,289133.0
5111,AnnualSalary,Outlier capped (winsor),332857.6,289133.0
5117,AnnualSalary,Outlier capped (winsor),337724.8,289133.0
5150,AnnualSalary,Outlier capped (winsor),333731.2,289133.0
5160,AnnualSalary,Outlier capped (winsor),330299.2,289133.0
5163,AnnualSalary,Outlier capped (winsor),332046.4,289133.0
5169,AnnualSalary,Outlier capped (winsor),338494.4,289133.0
5174,AnnualSalary,Outlier capped (winsor),339763.2,289133.0
5191,AnnualSalary,Outlier capped (winsor),289820.8,289133.0
5203,AnnualSalary,Outlier capped (winsor),336892.8,289133.0
5211,AnnualSalary,Outlier capped (winsor),336976.0,289133.0
5224,AnnualSalary,Outlier capped (winsor),335249.6,289133.0
5247,AnnualSalary,Outlier capped (winsor),332067.2,289133.0
5252,AnnualSalary,Outlier capped (winsor),338681.6,289133.0
5322,AnnualSalary,Outlier capped (winsor),339784.0,289133.0
5352,AnnualSalary,Outlier capped (winsor),331692.8,289133.0
5388,AnnualSalary,Outlier capped (winsor),337308.8,289133.0
5426,AnnualSalary,Outlier capped (winsor),333398.4,289133.0
5441,AnnualSalary,Outlier capped (winsor),289966.4,289133.0
5481,AnnualSalary,Outlier capped (winsor),337225.6,289133.0
5537,AnnualSalary,Outlier capped (winsor),337308.8,289133.0
5570,AnnualSalary,Outlier capped (winsor),334105.6,289133.0
5573,AnnualSalary,Outlier capped (winsor),332524.8,289133.0
5581,AnnualSalary,Outlier capped (winsor),333356.8,289133.0
5585,AnnualSalary,Outlier capped (winsor),330507.2,289133.0
5602,AnnualSalary,Outlier capped (winsor),334542.4,289133.0
5605,AnnualSalary,Outlier capped (winsor),338057.6,289133.0
5626,AnnualSalary,Outlier capped (winsor),332420.8,289133.0
5654,AnnualSalary,Outlier capped (winsor),337620.8,289133.0
5660,AnnualSalary,Outlier capped (winsor),289321.6,289133.0
5667,AnnualSalary,Outlier capped (winsor),337891.2,289133.0
5675,AnnualSalary,Outlier capped (winsor),333606.4,289133.0
5684,AnnualSalary,Outlier capped (winsor),334958.4,289133.0
5693,AnnualSalary,Outlier capped (winsor),337017.6,289133.0
5713,AnnualSalary,Outlier capped (winsor),332332.0,289133.0
5757,AnnualSalary,Outlier capped (winsor),332670.4,289133.0
5765,AnnualSalary,Outlier capped (winsor),338702.4,289133.0
5775,AnnualSalary,Outlier capped (winsor),331796.8,289133.0
5795,AnnualSalary,Outlier capped (winsor),337953.6,289133.0
5814,AnnualSalary,Outlier capped (winsor),338744.0,289133.0
5823,AnnualSalary,Outlier capped (winsor),338598.4,289133.0
5876,AnnualSalary,Outlier capped (winsor),337412.8,289133.0
5884,AnnualSalary,Outlier capped (winsor),333148.8,289133.0
5888,AnnualSalary,Outlier capped (winsor),339280.8,289133.0
5910,AnnualSalary,Outlier capped (winsor),336726.4,289133.0
5917,AnnualSalary,Outlier capped (winsor),289612.8,289133.0
5918,AnnualSalary,Outlier capped (winsor),330236.8,289133.0
5926,AnnualSalary,Outlier capped (winsor),333752.0,289133.0
5940,AnnualSalary,Outlier capped (winsor),335478.4,289133.0
5947,AnnualSalary,Outlier capped (winsor),332608.0,289133.0
5975,AnnualSalary,Outlier capped (winsor),339908.8,289133.0
5980,AnnualSalary,Outlier capped (winsor),339097.6,289133.0
5983,AnnualSalary,Outlier capped (winsor),289217.6,289133.0
6020,AnnualSalary,Outlier capped (winsor),335915.2,289133.0
6052,AnnualSalary,Outlier capped (winsor),289550.4,289133.0
6074,AnnualSalary,Outlier capped (winsor),336705.6,289133.0
6078,AnnualSalary,Outlier capped (winsor),330424.0,289133.0
6096,AnnualSalary,Outlier capped (winsor),337308.8,289133.0
6120,AnnualSalary,Outlier capped (winsor),337870.4,289133.0
6127,AnnualSalary,Outlier capped (winsor),335561.6,289133.0
6149,AnnualSalary,Outlier capped (winsor),337870.4,289133.0
6156,AnnualSalary,Outlier capped (winsor),332753.6,289133.0
6221,AnnualSalary,Outlier capped (winsor),333294.4,289133.0
6232,AnnualSalary,Outlier capped (winsor),335228.8,289133.0
6234,AnnualSalary,Outlier capped (winsor),337225.6,289133.0
6243,AnnualSalary,Outlier capped (winsor),337475.2,289133.0
6267,AnnualSalary,Outlier capped (winsor),338744.0,289133.0
6284,AnnualSalary,Outlier capped (winsor),332774.4,289133.0
6319,AnnualSalary,Outlier capped (winsor),339035.2,289133.0
6360,AnnualSalary,Outlier capped (winsor),333363.2,289133.0
6362,AnnualSalary,Outlier capped (winsor),337849.6,289133.0
6376,AnnualSalary,Outlier capped (winsor),332732.8,289133.0
6426,AnnualSalary,Outlier capped (winsor),333752.0,289133.0
6439,AnnualSalary,Outlier capped (winsor),332379.2,289133.0
6462,AnnualSalary,Outlier capped (winsor),336285.6,289133.0
6464,AnnualSalary,Outlier capped (winsor),330403.2,289133.0
6484,AnnualSalary,Outlier capped (winsor),334500.8,289133.0
6490,AnnualSalary,Outlier capped (winsor),333897.6,289133.0
6496,AnnualSalary,Outlier capped (winsor),335790.4,289133.0
6498,AnnualSalary,Outlier capped (winsor),337932.8,289133.0
6544,AnnualSalary,Outlier capped (winsor),336809.6,289133.0
6563,AnnualSalary,Outlier capped (winsor),332441.6,289133.0
6567,AnnualSalary,Outlier capped (winsor),336285.6,289133.0
6569,AnnualSalary,Outlier capped (winsor),335353.6,289133.0
6573,AnnualSalary,Outlier capped (winsor),330008.0,289133.0
6575,AnnualSalary,Outlier capped (winsor),335790.4,289133.0
6599,AnnualSalary,Outlier capped (winsor),335104.0,289133.0
6600,AnnualSalary,Outlier capped (winsor),335104.0,289133.0
6608,AnnualSalary,Outlier capped (winsor),338827.2,289133.0
6623,AnnualSalary,Outlier capped (winsor),335104.0,289133.0
6626,AnnualSalary,Outlier capped (winsor),335665.6,289133.0
6634,AnnualSalary,Outlier capped (winsor),338494.4,289133.0
6663,AnnualSalary,Outlier capped (winsor),330444.8,289133.0
6731,AnnualSalary,Outlier capped (winsor),333897.6,289133.0
6732,AnnualSalary,Outlier capped (winsor),336622.4,289133.0
6753,AnnualSalary,Outlier capped (winsor),336248.0,289133.0
6783,AnnualSalary,Outlier capped (winsor),330299.2,289133.0
6796,AnnualSalary,Outlier capped (winsor),339472.0,289133.0
6798,AnnualSalary,Outlier capped (winsor),333752.0,289133.0
6828,AnnualSalary,Outlier capped (winsor),337600.0,289133.0
6832,AnnualSalary,Outlier capped (winsor),333232.0,289133.0
6858,AnnualSalary,Outlier capped (winsor),330278.4,289133.0
6875,AnnualSalary,Outlier capped (winsor),339534.4,289133.0
6883,AnnualSalary,Outlier capped (winsor),339409.6,289133.0
6886,AnnualSalary,Outlier capped (winsor),289820.8,289133.0
6894,AnnualSalary,Outlier capped (winsor),337766.4,289133.0
6903,AnnualSalary,Outlier capped (winsor),338369.6,289133.0
6904,AnnualSalary,Outlier capped (winsor),331068.8,289133.0
6906,AnnualSalary,Outlier capped (winsor),335540.8,289133.0
6916,AnnualSalary,Outlier capped (winsor),289820.8,289133.0
6917,AnnualSalary,Outlier capped (winsor),332025.6,289133.0
6926,AnnualSalary,Outlier capped (winsor),335624.0,289133.0
6936,AnnualSalary,Outlier capped (winsor),336352.0,289133.0
6944,AnnualSalary,Outlier capped (winsor),330694.4,289133.0
6954,AnnualSalary,Outlier capped (winsor),334854.4,289133.0
6961,AnnualSalary,Outlier capped (winsor),332545.6,289133.0
6971,AnnualSalary,Outlier capped (winsor),336331.2,289133.0
7003,AnnualSalary,Outlier capped (winsor),337558.4,289133.0
7011,AnnualSalary,Outlier capped (winsor),336033.2,289133.0
7030,AnnualSalary,Outlier capped (winsor),330361.6,289133.0
7085,AnnualSalary,Outlier capped (winsor),334833.6,289133.0
7101,AnnualSalary,Outlier capped (winsor),338848.0,289133.0
7122,AnnualSalary,Outlier capped (winsor),337100.8,289133.0
7134,AnnualSalary,Outlier capped (winsor),334500.8,289133.0
7146,AnnualSalary,Outlier capped (winsor),289529.6,289133.0
7160,AnnualSalary,Outlier capped (winsor),330528.0,289133.0
7168,AnnualSalary,Outlier capped (winsor),338785.6,289133.0
7174,AnnualSalary,Outlier capped (winsor),334313.6,289133.0
7182,AnnualSalary,Outlier capped (winsor),337828.8,289133.0
7200,AnnualSalary,Outlier capped (winsor),337284.0,289133.0
7234,AnnualSalary,Outlier capped (winsor),335228.8,289133.0
7238,AnnualSalary,Outlier capped (winsor),335374.4,289133.0
7252,AnnualSalary,Outlier capped (winsor),338282.4,289133.0
7260,AnnualSalary,Outlier capped (winsor),332004.8,289133.0
7266,AnnualSalary,Outlier capped (winsor),335644.8,289133.0
7288,AnnualSalary,Outlier capped (winsor),289488.0,289133.0
7298,AnnualSalary,Outlier capped (winsor),333835.2,289133.0
7324,AnnualSalary,Outlier capped (winsor),338827.2,289133.0
7338,AnnualSalary,Outlier capped (winsor),330236.8,289133.0
7344,AnnualSalary,Outlier capped (winsor),289904.0,289133.0
7362,AnnualSalary,Outlier capped (winsor),331131.2,289133.0
7364,AnnualSalary,Outlier capped (winsor),335540.8,289133.0
7378,AnnualSalary,Outlier capped (winsor),289696.0,289133.0
7390,AnnualSalary,Outlier capped (winsor),335249.6,289133.0
7419,AnnualSalary,Outlier capped (winsor),338099.2,289133.0
7428,AnnualSalary,Outlier capped (winsor),337516.8,289133.0
7432,AnnualSalary,Outlier capped (winsor),332379.2,289133.0
7459,AnnualSalary,Outlier capped (winsor),335748.8,289133.0
7514,AnnualSalary,Outlier capped (winsor),337558.4,289133.0
7532,AnnualSalary,Outlier capped (winsor),331328.4,289133.0
7549,AnnualSalary,Outlier capped (winsor),338016.0,289133.0
7558,AnnualSalary,Outlier capped (winsor),337641.6,289133.0
7575,AnnualSalary,Outlier capped (winsor),337516.8,289133.0
7597,AnnualSalary,Outlier capped (winsor),330860.8,289133.0
